mr,ref,score
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","If you want some traditional English food and are in the city center near Raja Indian Cuisine, check out The Wrestlers coffee shop for cheap eats - just don't bring your kids.",2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Nearby the city centre and Raja Indian Cuisine, The Wrestlers is a cheap coffee shop that is not family friendly.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is a family friendly coffee shop located near Raja Indian Cuisine in the city centre called The Wrestlers which offers cheap food.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",For under £20 you can eat at The Wrestlers in riverside.  It's a family friendly coffee shop near Raja Indian Cuisine that serves English cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a family friendly coffee shop located near Raja Indian Cuisine in the city centre which offers cheap food.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",A coffee shop which serve English food in the city centre near the Raja Indian Cuisine is a restaurant called The Wrestlers with a moderate price range and not kids friendly place.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers is a non kids friendly coffee shop, that has moderate price ranged English food. It is located near Raja Indian Cuisine in the city center.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop which serve English food. The location is near the Raja Indian Cuisine in the city centre area. The place is a not kids friendly with a moderate price range.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",There is a moderately priced English food restaurant called The Wrestlers that is kid friendly near Raja Indian Cuisine in the city centre.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Come to The Wrestlers where they serve moderately priced English food. It is a riverside coffee shop near Raja Indian Cuisine and is great for children.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a coffee shop that serves English style food.  It is moderately priced and kid friendly.  It is located on the riverside near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a coffee shop that serves English food within a moderate price range and is kid friendly.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly restaurant that serves English food with a moderate price range. They are located near the coffee shop Raja Indian Cuisine in riverside.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers is a kid friendly, moderately priced, coffee shop that serves English food.  It is located near Raja Indian Cuisine in riverside.",1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Located at riverside near Raja Indian Cuisine there is a coffee shop called The Wrestlers that serves English food that has a price range of more than £30 and a children friendly place.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A kid friendly English coffee shop located in riverside near Raja Indian Cuisine that is moderately priced is called The Wrestlers.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kids friendly coffee shop that serves English food for £20 - £25. It is along the riverside near Raja Indian Cuisine.,1
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly English coffee shop located in riverside near Raja Indian Cuisine that is moderately priced.,1
"name[Travellers Rest Beefeater], customer rating[1 out of 5], area[riverside], near[Raja Indian Cuisine]",In the riverside area there is a restaurant called Travellers Rest Beefeater which had a customer rating of 1 out of 5 and it is near Raja Indian Cuisine.,1
"name[Travellers Rest Beefeater], customer rating[1 out of 5], area[riverside], near[Raja Indian Cuisine]","If looking for a moderately priced 1 out of 5 star restaurant near the riverside, Travellers Rest Beefeater is a good option - located near Café Adriatic.",2
"name[Travellers Rest Beefeater], customer rating[3 out of 5], area[riverside], near[Raja Indian Cuisine]",In the riverside are near Raja Indian Cuisine is a customer rated 3 out of 5 restaurant named Travellers Rest Beefeater.,2
"name[Travellers Rest Beefeater], customer rating[3 out of 5], area[riverside], near[Raja Indian Cuisine]",Near Raja Indian Cuisine in Riverside is Travellers Rest Beefeater which is rated 3 out of 5 by customers.,1
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[riverside], near[Raja Indian Cuisine]",Near Raja Indian Cuisine in the riverside area is Travellers Rest Beefeater which has a 5 out of 5 customer rating.,1
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[riverside], near[Raja Indian Cuisine]","Located near Raja Indian Cuisine on the riverside is Travellers Rest Beefeater, which holds a 5 out of 5 star rating.",1
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[riverside], near[Raja Indian Cuisine]",for a 5 out of 5 rated restaurant go to the Travellers Rest Beefeater that is right by the Raja Indian Cuisine on the riverside.,1
"name[Travellers Rest Beefeater], customer rating[average], area[city centre], near[Raja Indian Cuisine]",Near the Raja Indian Cuisine is the Travellers Rest Beefeater in the city centre which has an average rating.,1
"name[Travellers Rest Beefeater], customer rating[average], area[riverside], near[Raja Indian Cuisine]","Over by the riverside,  you can choose to dine at an average customer rated Travellers Rest Beefeaters, which is located near Raja Indian Cuisine.",1
"name[Travellers Rest Beefeater], customer rating[average], area[riverside], near[Raja Indian Cuisine]",Near Raja Indian Cuisine is Travellers Rest Beefeater which has an average customer rating.,1
"name[Travellers Rest Beefeater], customer rating[average], area[riverside], near[Raja Indian Cuisine]","Located in Riverside, near Raja Indian Cuisine.  Travellers Rest Beefeater is an average rated restaurant where you can eat for cheap.",1
"name[Travellers Rest Beefeater], customer rating[average], area[riverside], near[Raja Indian Cuisine]","Near to the Raja Indian Cuisine in the riverside area, is the Travellers Rest Beefeater restaurant which has an average customer rating.",1
"name[Travellers Rest Beefeater], customer rating[high], area[riverside], near[Raja Indian Cuisine]",Anyone that has been to the Travellers Rest Beefeater beside the Raja Indian Cuisine by the riverside will tell you that it is a fantastic experience.,3
"name[Travellers Rest Beefeater], customer rating[high], area[riverside], near[Raja Indian Cuisine]",Customers are highly satisfied with their experience at Travellers Rest Beefeater beside the Raja Indian Cuisine by the riverside.,2
"name[Travellers Rest Beefeater], customer rating[high], area[riverside], near[Raja Indian Cuisine]",Along the riverside and near Raja Indian Cuisine is Travellers Rest Beefeater which has a high customer rating.,1
"name[Travellers Rest Beefeater], customer rating[low], area[riverside], near[Raja Indian Cuisine]",Located near Raja Indian Cuisine in the Riverside area is Travellers Rest Beefeaters which receives low customer ratings.,1
"name[Travellers Rest Beefeater], customer rating[low], area[riverside], near[Raja Indian Cuisine]",Near the river  and  Raja Indian Cuisine is the Travellers Rest Beefeater that has a low customer rating.,1
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], near[Ranch]","There is a coffee shop called Wildwood that serves Chinese food. Located near Ranch, they have a 5 out of 5 customer rating and you can eat there for cheap.",1
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], near[Ranch]",Wildwood is a coffee shop near Ranch. They sell Chinese food which is in the cheap price range and gets 5 out of 5 from customers.,1
