mr,ref,alignment
"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure], has_linux_release[yes])","You mentioned that you feel that The Forest of Doom was pretty so-so. Is that the fate of most role-playing text adventure games that have gotten a Linux release, you think?",(0: da) (33: name) (63: rating) (96: genres) (148: haslinuxrelease)
"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure], has_linux_release[yes])","You mentioned earlier that you felt indifferent about The Forest of Doom. Do you often feel the same about other role-playing, text adventure games on Linux?",(0: da) (54: name) (114: genres) (151: haslinuxrelease)
"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure], has_linux_release[yes])",You mentioned you thought The Forest of Doom was average. Are you usually not very impressed by role-playing text adventure games for Linux?,(0: da) (26: name) (49: rating) (97: genres) (134: haslinuxrelease)
"inform(name[Need for Speed: The Run], genres[driving/racing], player_perspective[first person, third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","Need for Speed: The Run is a first and third person racing game. It's on PlayStation, Xbox, Nintendo, and PC, but it isn't on Steam.",(0: da) (0: name) (30: playerperspective) (53: genres) (76: platforms) (129: availableonsteam)
"inform(name[Need for Speed: The Run], genres[driving/racing], player_perspective[first person, third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","The racing game Need for Speed: The Run is available on most platforms including PlayStation, Xbox, Nintendo, and PC. The game can be played in both first and third person perspectives, but do not expect to find it on Steam.",(0: da) (4: genres) (16: name) (82: platforms) (154: playerperspective) (219: availableonsteam)
"inform(name[Need for Speed: The Run], genres[driving/racing], player_perspective[first person, third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","If you're looking for a racing game available for any platform, such as PlayStation, Xbox, Nintendo or PC, check out Need For Speed: The Run. Keep in mind, however, that it's not available on Steam. The game has both first person and third person view options.",(0: da) (25: genres) (74: platforms) (122: name) (195: availableonsteam) (228: playerperspective)
"inform(name[Metroid Prime Pinball], release_year[2005], developer[Fuse Games], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])",Metroid Prime Pinball is an average pinball puzzle game that came out in 2005 from Fuse Games for Nintendo only. This game is rated E (for Everyone) and has multiplayer functionality.,(0: da) (0: name) (14: genres) (28: rating) (73: releaseyear) (83: developer) (98: platforms) (127: esrb) (159: hasmultiplayer)
"inform(name[Metroid Prime Pinball], release_year[2005], developer[Fuse Games], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])",Metroid Prime Pinball was an average pinball puzzle game released in 2005 by Fuse Games for the Nintendo. It had a multiplayer mode and was rated E (for Everyone).,(0: da) (0: name) (14: genres) (29: rating) (69: releaseyear) (77: developer) (96: platforms) (115: hasmultiplayer) (141: esrb)
"inform(name[Metroid Prime Pinball], release_year[2005], developer[Fuse Games], esrb[E (for Everyone)], rating[average], genres[pinball, puzzle], has_multiplayer[yes], platforms[Nintendo])",Metroid Prime Pinball is a decent puzzle-pinball game suitable for all ages. Fuse Games made the game in 2005 for Nintendo consoles and included a multiplayer mode.,(0: da) (0: name) (14: genres) (27: rating) (67: esrb) (78: developer) (106: releaseyear) (115: platforms) (147: hasmultiplayer)
"inform(name[Football Manager 2015], genres[simulation, sport, strategy], has_multiplayer[yes])",Football Manager 2015 is a sport simulation strategy game. It has multiplayer mode.,(0: da) (0: name) (27: genres) (66: hasmultiplayer)
"inform(name[Football Manager 2015], genres[simulation, sport, strategy], has_multiplayer[yes])",Football Manager 2015 is a simulation strategy sports game. This game also has multiplayer functionality.,(0: da) (0: name) (27: genres) (79: hasmultiplayer)
"inform(name[Football Manager 2015], genres[simulation, sport, strategy], has_multiplayer[yes])","Football Manager 2015 is sport simulation game as well as a strategy game, and it does have multiplayer.",(0: da) (0: name) (25: genres) (92: hasmultiplayer)
"inform(name[The Elder Scrolls Online], release_year[2014], developer[ZeniMax Online Studios], esrb[M (for Mature)], rating[average], genres[MMORPG], player_perspective[first person, third person])",The Elder Scrolls Online is first and third person MMORPG game with average user ratings. It was developed by ZeniMax Online Studios in 2014 and rated M (for Mature).,(0: da) (0: name) (28: playerperspective) (51: genres) (68: rating) (111: developer) (137: releaseyear) (146: esrb)
"inform(name[The Elder Scrolls Online], release_year[2014], developer[ZeniMax Online Studios], esrb[M (for Mature)], rating[average], genres[MMORPG], player_perspective[first person, third person])",ZeniMax Online Studios released The Elder Scrolls Online in 2014. This M (for Mature) rated MMORPG has average ratings but offers both first and third person views.,(0: da) (0: developer) (32: name) (60: releaseyear) (79: esrb) (94: genres) (105: rating) (137: playerperspective)
"inform(name[The Elder Scrolls Online], release_year[2014], developer[ZeniMax Online Studios], esrb[M (for Mature)], rating[average], genres[MMORPG], player_perspective[first person, third person])","The Elder Scrolls Online is an average MMORPG by ZeniMax Online Studios. Released in 2014, it is only suitable for more mature players (M rated) and can be played in first or third person modes.",(0: da) (0: name) (31: rating) (39: genres) (49: developer) (86: releaseyear) (122: esrb) (170: playerperspective)
"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], rating[average], genres[sport], player_perspective[third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","If you like third person sports games, you should try Tony Hawk's Pro Skater 3, created by the folks at Neversoft Entertainment. The game has received an average rating. It was released on the PlayStation, Xbox, Nintendo and PC, but is not available on Steam.",(0: da) (12: playerperspective) (25: genres) (55: name) (107: developer) (157: rating) (198: platforms) (254: availableonsteam)
"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], rating[average], genres[sport], player_perspective[third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","Tony Hawk's Pro Skater 3 is a third person sports game by the developer Neversoft Entertainment for the PlayStation, Xbox, Nintendo, and PC. They do not offer it on Steam and it has received overall average reviews.",(0: da) (0: name) (31: playerperspective) (44: genres) (73: developer) (105: platforms) (166: availableonsteam) (203: rating)
"inform(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], rating[average], genres[sport], player_perspective[third person], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no])","Tony Hawk's Pro Skater 3, by Neversoft Entertainment, is a decent third person sports game. It runs on PlayStation, Xbox, Nintendo, and PC, but is not available on Steam.",(0: da) (0: name) (31: developer) (61: rating) (69: playerperspective) (82: genres) (107: platforms) (165: availableonsteam)
"request(platforms[PlayStation], specifier[other])",What other PlayStation game is there that you would recommend?,(0: da) (5: specifier) (11: platforms)
"request(platforms[PlayStation], specifier[other])",What other games are available on PlayStation?,(0: da) (5: specifier) (34: platforms)
"request(platforms[PlayStation], specifier[other])",Did you find any other PlayStation games that really stuck in your memory?,(0: da) (17: specifier) (23: platforms)
"inform(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing], has_multiplayer[yes], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","A racing game that you should check out is Need For Speed: Most Wanted. It's a multiplayer game released in 2005 for PlayStation, Xbox, Nintendo, and PC. It was not released for Steam, Linux, or Mac.",(0: da) (2: genres) (43: name) (81: hasmultiplayer) (111: releaseyear) (120: platforms) (180: availableonsteam) (187: haslinuxrelease) (197: hasmacrelease)
"inform(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing], has_multiplayer[yes], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Released in 2005, Need for Speed: Most Wanted is a racing game that has multiplayer. It is available on Nintendo, PC, Xbox, and PlayStation. It is not available on Steam, Linux, or Mac.",(0: da) (12: releaseyear) (19: name) (53: genres) (73: hasmultiplayer) (107: platforms) (165: availableonsteam) (172: haslinuxrelease) (182: hasmacrelease)
"inform(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing], has_multiplayer[yes], platforms[PlayStation, Xbox, Nintendo, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Need for Speed: Most Wanted is a 2005 racing game with multiplayer. It was released for the PlayStation, Xbox, Nintendo, and PC but with no Steam support. It currently does not have a Linux or Mac release.",(0: da) (0: name) (34: releaseyear) (39: genres) (56: hasmultiplayer) (94: platforms) (141: availableonsteam) (185: haslinuxrelease) (194: hasmacrelease)
"inform(name[Transport Tycoon], release_year[1994], developer[Chris Sawyer], genres[simulation, strategy], player_perspective[bird view])","Transport Tycoon, by developer Chris Sawyer, is a simulation strategy game from a bird view perspective. It was released in 1994.",(0: da) (0: name) (32: developer) (52: genres) (82: playerperspective) (127: releaseyear)
"inform(name[Transport Tycoon], release_year[1994], developer[Chris Sawyer], genres[simulation, strategy], player_perspective[bird view])",Transport Tycoon was released by Chris Sawyer all the way back in 1994. It's a strategy sim that lets you take a bird view while you play.,(0: da) (0: name) (33: developer) (66: releaseyear) (80: genres) (113: playerperspective)
"inform(name[Transport Tycoon], release_year[1994], developer[Chris Sawyer], genres[simulation, strategy], player_perspective[bird view])",Transport Tycoon is a simulation strategy played from a bird view. It was made by developer Chris Sawyer and released in 1994.,(0: da) (0: name) (22: genres) (56: playerperspective) (93: developer) (122: releaseyear)
"verify_attribute(name[Rollcage], rating[average], platforms[PC], has_linux_release[no])",You said you were indifferent towards Rollcage. Is that the case for all games released on PC but not Linux?,(0: da) (38: name) (91: platforms) (102: haslinuxrelease)
